company,amount_raised,round,investors_participated,date_announced,website,description,city,official_sector,secondary_sector,tertiary_sector,SIREN
Estaly,3600000,Seed,"212 Founders, CDG Invest, OneRagtime",2024-04-23,https://www.estaly.co,"Estaly operates in sectors such as commercial insurance, financial services, and insurance, providing products and services that leverage its expertise in these areas.",Paris,InsurTech,FinTech,,
Scalingo,3500000,Series A,"Cajuba community, NEO FOUNDERS, SideAngels",2024-07-11,https://scalingo.com/,"Scalingo operates in sectors such as apps, developer platform, and information technology, providing products and services that leverage its expertise in these areas.",Strasbourg,Mobility,,,
InSpek,3500000,Seed,"BREEGA, EIC Accelerator, Quantonation, Wind",2024-09-25,https://www.inspek-solutions.com/,"InSpek operates in sectors such as nanotechnology, semiconductor, and sensor, providing products and services that leverage its expertise in these areas.",Palaiseau,Hardware,DeepTech,,
NcodiN,3500000,Seed,"Better Angle, Earlybird Venture Capital, Elaia, OVNI Capital",2024-05-27,https://ncodin.com/,"NcodiN operates in sectors such as ai infrastructure, artificial intelligence, and nanotechnology, providing products and services that leverage its expertise in these areas.",Palaiseau,Artificial Intelligence,DeepTech,,
Trace For Good,3500000,Seed,"Ankaa Ventures, CentraleSupélec Venture, Hi Inov - Dentressangle, Seed4Soft",2024-11-12,https://www.traceforgood.com/,"Trace For Good operates in sectors such as b2b, data management, and saas, providing products and services that leverage its expertise in these areas.",Paris,SaaS,,,
Omaha Insights,3500000,Seed,"Axeleo Capital, Ventech, VIA AM",2024-11-12,https://www.omaha-insights.com,"Omaha Insights operates in sectors such as accounting, analytics, and financial services, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Cross The Ages,3500000,Seed,"Animoca Brands, Metavest Capital, Nicolas Jeuffrain, Sebastien Borget",2024-05-15,https://www.crosstheages.com/,"Cross The Ages operates in sectors such as gaming, information technology, and pc games, providing products and services that leverage its expertise in these areas.",Marseille,Gaming,,,
CrunchDAO,3500000,Seed,"Elixir Capital, Fabric Ventures, Factor Capital, Multicoin Capital",2024-08-15,https://crunchdao.com,CrunchDAO is a company specializing in cryptocurrency solutions.,Paris,Web3,,,
Kor,3500000,Pre-Seed,"AFI Ventures, Evolem Start, RAISE, Ventech",2024-04-03,https://www.kor.care/,"Kor operates in sectors such as health care, medical, and wellness, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,,,
The Mobile-First Company,3500000,Pre-Seed,"Emblem, Jean-Baptiste Hironde, Lightspeed Venture Partners, Paul Vidal, Rodolphe Ardant, Thibaud Elziere, Xavier Niel",2024-03-28,https://www.themobilefirstcompany.com/,"The Mobile-First Company operates in sectors such as manufacturing, mobile apps, and software, providing products and services that leverage its expertise in these areas.",Paris,Hardware,,,
Retab,3500000,Pre-Seed,"Bpifrance, Entrepreneurs First, Eric Schmidt, Florian Douetteau, Joe Falter, K5 Global, Ketan Kothari, Kima Ventures, Manish Kothari, Mei Z., Olivier Pomel, Rodolphe Saadé, StemAI, Transpose Platform Management, VentureFriends, Ventures Together, Xavier Niel",2024-06-01,https://www.retab.com,"Retab operates in sectors such as artificial intelligence, developer platform, and document management, providing products and services that leverage its expertise in these areas.",Paris,Mobility,Artificial Intelligence,,
Nexess,3500000,,"Innovacom, Région Sud Investissement, Seventure Partners",2024-01-24,https://www.nexess-solutions.com,"Nexess operates in sectors such as business intelligence, information services, and information technology, providing products and services that leverage its expertise in these areas.",Mougins,Other,,,
Mendo,3500000,,"Claudio Erba, Emerge VC, Tomcat",2024-10-17,https://mendo.cloud,"Mendo operates in sectors such as artificial intelligence, employee benefits, and employment, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Wingly,3500000,,"HOWZAT Partners, Innovacom, Thibaud Elziere",2024-05-13,https://www.wingly.io,"Wingly operates in sectors such as aerospace, internet, and leisure, providing products and services that leverage its expertise in these areas.",Paris,SpaceTech & Aerospace,,,
Provectio,3500000,,Generis Capital Partners,2024-04-02,https://www.provectio.fr,"Provectio operates in sectors such as cloud computing and telecommunications, providing products and services that leverage its expertise in these areas.",Noyal-sur-vilaine,Other,,,
Ecodair,3500000,,"Banque des Territoires, BNP Paribas, Credit Mutuel Asset Management, PhiTrust Impact Investors",2024-04-18,https://www.ecodair.org,"Ecodair operates in sectors such as computer, hardware, and sales, providing products and services that leverage its expertise in these areas.",Paris,Hardware,,,
Sopht,3300000,Seed,"Axeleo Capital, Climate Club, Evolem Start, Plug and Play, Ring Capital, Ternel, Wind",2024-06-04,https://sopht.com/en,"Sopht operates in sectors such as environmental consulting, simulation, and software, providing products and services that leverage its expertise in these areas.",Villeurbanne,CleanTech,,,
FranceVerif,3300000,Seed,,2024-06-26,https://franceverif.fr,"FranceVerif operates in sectors such as e-commerce and software, providing products and services that leverage its expertise in these areas.",Paris,E-commerce & Retail,,,
baCta,3300000,Pre-Seed,"another.vc, Kima Ventures, Nicolas Morin-Forest, OVNI Capital, Sharpstone Capital, Thibaud Elziere",2024-10-10,https://www.bacta.life/,baCta is a company specializing in plastics and rubber manufacturing solutions.,Paris,Hardware,,,
Ta-da,3200000,Seed,"Alpha Protocol Ventures, GBV Capital, Let's Go Ventures, Morningstar Ventures, MultiversX, NxGen.xyz, Spark Digital Capital, X Ventures",2024-01-09,https://ta-da.io,"Ta-da operates in sectors such as artificial intelligence, data collection and labeling, and marketplace, providing products and services that leverage its expertise in these areas.",Metz,Artificial Intelligence,E-commerce & Retail,,
Presti,3200000,Seed,"Abou Laraki, Julien Hirth, Maxime Brousse, Partech, Remi Lemonnier, Thibaud Elziere, Y Combinator",2024-07-16,https://www.presti.ai,"Presti operates in sectors such as artificial intelligence, furniture, and lifestyle, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Catalog,3200000,Pre-Seed,"Angel Tech Investors (ATI), Hello World, Hexa, Kima Ventures, LocalGlobe, Motier Ventures",2024-03-04,https://www.startcatalog.com/,Catalog is a company providing innovative solutions in its industry.,Bordeaux,Other,,,
Ramdam,3150000,Seed,"Bpifrance, Data Tech Fund, Paris Region Venture Fund, The Moon Venture",2024-10-22,https://ramd.am,Ramdam is a company specializing in saas solutions.,Saint-mandé,SaaS,,,
Skynopy,3100000,Seed,"Better Angle, Bpifrance, Heartcore Capital, Kima Ventures, Thibaud Elziere, Yohann Leroy",2024-06-24,https://www.skynopy.com/,"Skynopy operates in sectors such as mobile, satellite communication, and wireless, providing products and services that leverage its expertise in these areas.",Paris,SpaceTech & Aerospace,,,
Panopli,3000000,Series A,"Bpifrance, The Moon Venture",2024-01-31,https://panopli.co,"Panopli operates in sectors such as e-commerce, gift, and internet, providing products and services that leverage its expertise in these areas.",Saint-ouen,E-commerce & Retail,,,
Ray studios,3000000,Series A,"Banque Populaire Rives de Paris, Bpifrance, Nickleby Capital",2024-06-13,https://www.ray-studios.com,"Ray studios operates in sectors such as beauty, cosmetics, and fitness, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Yumgo,3000000,Series A,"50 Partners, Blast. Club, Bpifrance",2024-06-26,https://yumgo.fr,"Yumgo operates in sectors such as bakery, dietary supplements, and food and beverage, providing products and services that leverage its expertise in these areas.",Paris,Mobility,FoodTech,,
Moderato,3000000,Seed,"Andromède, Eutopia VC, Vivadour, Xinomavro Ventures",2024-09-05,http://www.le-moderato.com,"Moderato operates in sectors such as e-commerce, food and beverage, and retail, providing products and services that leverage its expertise in these areas.",Douville-en-auge,Mobility,FoodTech,E-commerce & Retail,
Malibou,3000000,Seed,"BREEGA, FundersClub, Y Combinator",2024-06-04,https://www.malibou.co,"Malibou operates in sectors such as bookkeeping and payroll, human resources, and software, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Auxo,3000000,Seed,"Arkea Capital, Banque des Territoires",2024-10-16,https://www.auxodynamics.fr,"Auxo operates in sectors such as information technology, social, and sustainability, providing products and services that leverage its expertise in these areas.",Lyon,CleanTech,,,
Lyophitech,3000000,Seed,"MBCI Industries, Pulsalys",2024-05-28,http://www.lyophitech.fr,"Lyophitech operates in sectors such as food and beverage, product research, and supply chain management, providing products and services that leverage its expertise in these areas.",Villeurbanne,Mobility,FoodTech,,
Welfaire,3000000,Seed,"Daphni, Founders Future, Kima Ventures, Purple",2024-01-30,https://www.welfaire.com,"Welfaire operates in sectors such as health insurance, insurance, and insurtech, providing products and services that leverage its expertise in these areas.",Issy-les-moulineaux,HealthTech,InsurTech,,
Matis,3000000,Seed,"Alexandre Cadain, Stanislas Poniatowski",2024-05-22,https://www.matis.club/,"Matis operates in sectors such as art, asset management, and risk management, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
GreenGo,3000000,Seed,"4Ventures, Climate Leaders Fast Track, INCO Ventures",2024-10-24,https://www.greengo.voyage,"GreenGo operates in sectors such as travel accommodations and vacation rental, providing products and services that leverage its expertise in these areas.",Paris,TravelTech,PropTech,,
Theremia,3000000,Seed,"Better Angels Ventures, Better Angle, Bpifrance, Entrepreneurs First, Eurazeo, Salica, Tiny Supercomputer Investment Company",2024-11-07,https://theremia.health,"Theremia operates in sectors such as consulting, information technology, and it management, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Tengo,3000000,Seed,Point Nine,2024-06-24,https://www.tengo.cc/,"Tengo operates in sectors such as consulting, software, and web development, providing products and services that leverage its expertise in these areas.",Paris,Mobility,,,
VelyVelo,3000000,Seed,"212 Founders, CDG Invest, MouvemenT & Finance, NCI",2024-04-25,https://en.velyvelo.com/,"VelyVelo operates in sectors such as electric vehicle, leasing, and service industry, providing products and services that leverage its expertise in these areas.",Arcueil,Mobility,,,
RockFi,3000000,Seed,"Alexandre Dalyac, Amaury Sepulchre, Antoine Freysz, Quentin Nickmans, Varsity",2024-04-23,https://www.rockfi.fr/,RockFi is a company specializing in wealth management solutions.,Paris,Other,FinTech,,
Yampa,3000000,Seed,"Arthur Waller, Guillaume Desloges, Partech",2024-12-12,https://www.yampa.ai,"Yampa operates in sectors such as artificial intelligence, customer service, and information technology, providing products and services that leverage its expertise in these areas.",Paris,Robotics,Artificial Intelligence,,
Freqens,3000000,Seed,"Alexandre Barreira, Better Angle, Financiere Saint James, Kima Ventures, Motier Ventures, Purple, Roxanne Varza, Seedcamp",2024-11-21,https://www.freqens.com,"Freqens operates in sectors such as information technology, procurement, and software, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
