name,City,Sectors,organization_type,Funding Type,Amount,Currency,Money Raised (in USD),website,description,Round,Investors,Announced Date,SIREN,SIRET,Founder
Ramdam Social,Bordeaux,"E-commerce & Retail, FoodTech",startup,Seed,1300000,EUR,1404079,https://www.ramdamsocial.eu,Ramdam Social is a social mission company that helps people by providing great local products.,Seed,Asterion Ventures,2024-10-25,,,
Beyond Aero,Toulouse,Energy,startup,Series A,20000000,USD,20000000,https://www.beyond-aero.com,Aviation will be electric. Unlocking full potential with hydrogen.,Early Stage Venture,"2100 Ventures, 7percent Ventures, Amitis Capital, Arash Ferdowsi, Bpifrance, Giant Ventures, Initialized Capital, Nathan Blecharczyk, Teampact ventures",2024-10-25,,,
Starfish Bioscience,Bordeaux,"BioTech, AgriTech",startup,Seed,700000,EUR,757236,https://www.starfishbio.com/,Starfish Bioscience focuses on the innovation and development of microbiological solutions for agriculture and viticulture.,Seed,"Bpifrance, IRDI",2024-10-28,,,
Hubcycle,Avignon,"FoodTech, CleanTech",startup,Series A,15000000,EUR,16226478,https://www.hubcycled.com/,Hubcycle converts fruit and vegetable waste into raw materials for the hygiene and food industries.,Early Stage Venture,"Bleu Capital, Citizen Capital, Daphni, ETF Partners, Jeriko, Julien Lesage, Laurence Chambaud, Oliver Mougenot, Raise Ventures, Serge Sabrier, Swen Capital Partners, Techmind",2024-10-28,,,
inHEART,Pessac,HealthTech,startup,Series A,750000,EUR,811324,https://www.inheartmedical.com,inHEART provides cloud-based medical image analysis solutions for cardiac interventions on patients with arrhythmias.,Early Stage Venture,Swen Capital Partners,2024-10-28,,,
Filigran,Paris,Cybersecurity,startup,Series B,32300000,EUR,34941017,https://filigran.io,Filigran provides an open-source cybersecurity solutions including threat intelligence management and cyber risk management.,Early Stage Venture,"Accel, Insight Partners, Moonfire Ventures",2024-10-28,,,
WeKare,Orléans,"HealthTech, PropTech",startup,Business Angel,2000000,EUR,2163987,https://www.wekare.eu,"WeKare offers turnkey rental solutions for medical and paramedical offices, focusing on patient care.",Seed,,2024-10-29,,,
DT Master Carbon,Paris,"CleanTech, ClimateTech",startup,Pre-Seed,,,,https://dtmastercarbon.fr,DT Master Carbon offers climate tech and consulting for net zero and nature-positive strategies using digital tools and AI.,Seed,SkyDeck Berkeley,2024-10-29,,,
Verkor,Grenoble,"Mobility & Transportation, ClimateTech",startup,Series C,,,,https://www.verkor.com,Verkor manufactures low-carbon batteries to target the electric mobility markets.,Late Stage Venture,"EnerSys, ING Sustainable Investments",2024-10-30,,,
Sootenir,Tours,SaaS & Enterprise,startup,Business Angel,40000,EUR,43482,https://www.sootenir.com/espace-entreprises,SaaS transforming corporate loyalty into impactful donations.,Seed,,2024-11-01,,,
Sairen,Paris,"SaaS & Enterprise, AI & Machine Learning",startup,Pre-Seed,1000000,EUR,1087050,https://www.sairen.io,Sairen is a B2B SaaS provider that specializes in the automation of inbound and outbound phone conversations for SMEs.,Seed,Bpifrance,2024-11-01,,,
Cominty,Paris,"AI & Machine Learning, SaaS & Enterprise",startup,Pre-Seed,1300000,USD,1300000,https://www.cominty.ai,Agentic AI for work,Seed,"Adnexus, Better Angle",2024-11-04,,,
Twise,Aubagne,"Hardware, Cybersecurity",startup,Seed,561000,EUR,610048,https://www.twise.fr,Twise develops secure solutions for the digital pay-TV sector.,Seed,"Alumni Business Business Angels, Business Angels’ Bay Invest, Provence Business Business Angels, Sophia Business Business Angels",2024-11-04,,,
Cintoo,Sophia Antipolis,"SaaS & Enterprise, DeepTech",startup,Series B,37000000,EUR,40234885,https://cintoo.com/,Cintoo develops technologies and solutions for managing and leveraging the 3D data coming from Reality Capture devices in the cloud.,Early Stage Venture,"AMAVI Capital, Armilar Venture Partners, Partech",2024-11-04,,,
BiblioOnDemand,Strasbourg,Entertainment,startup,Seed,1000000,EUR,1093402,https://www.biblioondemand.com,BiblioOnDemand is a provider of digital library services that offer a diverse selection of ebooks and audiobooks.,Seed,"Finovam Gestion, IRD INVEST",2024-11-05,,,
Billy,Paris,"Entertainment, SaaS & Enterprise",startup,Seed,4000000,EUR,4373607,https://www.billyapp.live/,"Billy is the new event-commerce platform helping organizers create, manage, sell and market their events.",Seed,"Accel, Izun Partners, Stake Capital",2024-11-05,,,
Skezi,Annecy,HealthTech,startup,Seed,2500000,EUR,2733504,https://skezi.eu,"SKEZI provides solutions for collecting health data directly from patients and healthcare professionals, enabling clinical research.",Seed,Bpifrance,2024-11-05,,,
ZE Energy,Paris,Energy,startup,Series B,54000000,EUR,59043689,https://www.ze-energy.com/,ZE Energy  is an independent producer of renewable energy.,Early Stage Venture,"Amundi Energy Transition(AET), Demeter, Soregies",2024-11-05,,,
Doado,Bordeaux,HealthTech,startup,Seed,400000,EUR,429259,https://www.doado.app,Doado is an e-health application that allows you to take care of your back problems.,Seed,"Bpifrance, Région Nouvelle-Aquitaine",2024-11-06,,,
Nemes Paris,Paris,"E-commerce & Retail, Gaming",startup,Business Angel,1500000,EUR,1619341,https://nemes.com,"Némès Paris is a brand that enables anyone to design jewelry using their computer or phone, with an experience influenced by video games.",Seed,,2024-11-07,,,
Siit,Paris,AI & Machine Learning,startup,Seed,5000000,USD,5000000,https://www.siit.io/,AI-powered Service Desk solution for IT and internal operations teams,Seed,"Seventure Partners, StageOne Ventures",2024-11-07,,,
Theremia,Paris,HealthTech,startup,Seed,3000000,EUR,3238681,https://theremia.health,Theremia reduces side effects and increases medication efficacy for various patient groups.,Seed,"Better Business Angels Ventures, Better Angle, Bpifrance, Entrepreneurs First, Eurazeo, Salica, Tiny Supercomputer Investment Company",2024-11-07,,,
Ekip,Annecy,FoodTech,startup,Seed,1500000,EUR,1619341,https://www.ekip.app/,Ekip is a consulting firm that offers various meal voucher-related services.,Seed,Share Invest,2024-11-07,,,
Lium,Orange,"DefenseTech, Hardware",startup,Seed,800000,EUR,857880,https://www.lium-tech.com,Lium develops captive balloon for safety and security.,Seed,"Aerospace Business Angels, Ava capital, BNP Paribas, Bpifrance, Crédit Industriel et Commercial, Valeureux",2024-11-08,,,
Proteme,Palaiseau,"FoodTech, CleanTech",startup,Seed,2000000,EUR,2144701,https://www.proteme.fr/,Proteme is a food manufacturing firm that produces edible natural coating solutions for organically grown fruits and vegetables.,Seed,,2024-11-08,,,
AdipoPharma,Strasbourg,BioTech,startup,Series A,10600000,USD,10600000,https://www.adipopharma.com,AdipoPharma SAS is clinical stage biotech dedicated to treat insulin resistance by targeting the adipocyte,Early Stage Venture,"Good Growth Capital, InvestSud, Newton Biocapital, Okeanos, Sambrinvest",2024-11-11,,,
Trace For Good,Paris,SaaS & Enterprise,startup,Seed,3500000,EUR,3715822,https://www.traceforgood.com/,Trace For Good is an easy-to-use SaaS platform for managing traceability and compliance data.,Seed,"Ankaa Ventures, CentraleSupélec Venture, Hi Inov - Dentressangle, Seed4Soft",2024-11-12,,,
Omaha Insights,Paris,FinTech,startup,Seed,3500000,EUR,3715822,https://www.omaha-insights.com,Omaha Insights is a company that provides standardized financial data and analytical tools to help investors do research and analysis.,Seed,"Axeleo Capital, Ventech, VIA AM",2024-11-12,,,
TEEPTRAK,Paris,"SaaS & Enterprise, Hardware",startup,Series A,5000000,EUR,5308318,http://www.teeptrak.com/en/,Connected solutions to monitor industrial performance,Early Stage Venture,"Électricité de France, SHIFT Invest, Sia Partners, XAnge",2024-11-12,,,
Polar Analytics,Paris,"MarTech, SaaS & Enterprise",startup,Series A,18000000,EUR,19109944,https://www.polaranalytics.com,Polar Analytics is a business intelligence software that offers reports and integrations for Shopify merchants.,Early Stage Venture,"Chalfen Ventures, Frst, Point Nine",2024-11-12,,,
Interactive Autonomous DYnamic Systems,Roquefort-la-bédoule,"AI & Machine Learning, Robotics",startup,Series A,7000000,EUR,7431645,https://www.iadys.com/,Iadys designs robotic and AI solutions like the Jellyfishbot for environmental preservation and oil spill response.,Early Stage Venture,"Abeille Impact Investing France, Business Angels’ Bay Invest, France Active Provence-Alpes-Côte d'Azur, GO CAPITAL, Innovacom, Région Sud Investissement, Sud Mer Invest",2024-11-12,,,
Agicap,Lyon,FinTech,startup,Series C,45000000,EUR,47774859,https://agicap.com,"Agicap is a treasury management platform that helps businesses manage their cash flow, pay invoices, and keep track of account receivables.",Late Stage Venture,AVP,2024-11-12,,,
Prelude,Paris,SaaS & Enterprise,startup,Seed,8000000,USD,8000000,https://prelude.so/,Prelude is improving SMS verification and mobile onboarding infrastructure by providing a set of uniform APIs.,Seed,"Seedcamp, Singular",2024-11-13,,,
Money Walkie,Paris,FinTech,startup,Series A,4000000,EUR,4226360,https://moneywalkie.com/,Money walkie is an NFC wallet payment solution for kids.,Early Stage Venture,"Caisse d'Epargne Ile-de-France, Groupe BPCE, Groupe M6",2024-11-13,,,
Qomon,Paris,SaaS & Enterprise,startup,Seed,5000000,USD,5000000,https://qomon.com/,"Qomon is a mobilization technology startup for nonprofits, political, and government organizations",Seed,"Asterion Ventures, Better Angle, Good Only Ventures, Ternel",2024-11-14,,,
Fasst,Angoulême,FinTech,startup,Series B,27000000,EUR,28425451,https://www.fasst.io,"Fasst is involved in the creation, distribution, consulting, and connection of unique digital insurance solutions for brokers and insurers.",Early Stage Venture,"Bpifrance Large Venture, Revaia",2024-11-14,,,
Elicit Plant,Vilhonneur,"BioTech, AgriTech",startup,Series B,48000000,USD,48000000,https://www.elicit-plant.com,Elicit Plant is an agro-biotech company thatfocuses on enhancing the resilience of crops under drought conditions through natural processes.,Early Stage Venture,"Bpifrance, Carbyne, European Circular Bioeconomy Fund, Sofinnova Partners",2024-11-14,,,
Greet,Paris,SaaS & Enterprise,startup,Business Angel,320000,EUR,337456,https://greet.lecko.fr,Greet is a Lecko-incubated startup that provides advisory services for digital transformation.,Seed,,2024-11-15,,,
PimpUp,Montpellier,"FoodTech, CleanTech",startup,Business Angel,1700000,EUR,1792735,https://www.pimpup-antigaspi.fr,"PimpUp offers environmentally friendly baskets of fruits and vegetables, promoting local producers and reducing food waste.",Seed,,2024-11-15,,,
AI Bobby,Paris,"AI & Machine Learning, FoodTech",startup,Seed,,,,http://neuralaibobby.com/,"AI Bobby leverages Generative AI to revolutionize food protein innovation, targeting the alternative protein market to enhance functionality",Seed,Plug and Play,2024-11-15,,,
JUST,Paris,"FinTech, E-commerce & Retail",startup,Seed,8000000,EUR,8436398,https://www.getjust.eu,JUST is a platform that streamlines e-commerce checkout processes for brands.,Seed,"BACKED VC, Daphni, FJ Labs, Kima Ventures, Material Ventures, Otium Capital, Purple, Tiny Supercomputer Investment Company",2024-11-15,,,
Valueco,Paris,ClimateTech,startup,Seed,1500000,EUR,1581825,https://www.valuecometrics.com,"Valueco measures business performance to explicitly incorporate human, social, and environmental capital through sustainability parameters.",Seed,"115K, Techstars",2024-11-15,,,
Linkup,Paris,AI & Machine Learning,startup,Pre-Seed,3000000,EUR,3178363,https://www.linkup.so/,Linkup is an AI search engine and web integration platform that enables LLMs and AI agents to access web content and premium sources,Seed,"Axeleo Capital, Financiere Saint James, Kima Ventures, Motier Ventures, OPRTRS CLUB, Seedcamp, Y Combinator",2024-11-18,,,
Hoji,Lyon,CleanTech,startup,Seed,8500000,EUR,9005363,https://www.hojiventures.com,Hoji is a startup studio focused on driving the environmental transformation of manufacturers.,Seed,"50 Partners, ACI Groupe, Banque des Territoires, Grand Lyon, Greenpact",2024-11-18,,,
ChapsVision,Suresnes,"SaaS & Enterprise, AI & Machine Learning",startup,Series C,85000000,EUR,90053630,https://www.chapsvision.fr/,ChapsVision is a software development firm that support businesses and government organizations in their digital transformation.,Late Stage Venture,"Bpifrance, GENEO Capital Entrepreneur, Jolt Capital, Qualium Investissement, Tikehau Capital",2024-11-18,,,
Haiku,Bordeaux,"AI & Machine Learning, LegalTech",startup,Seed,1300000,EUR,1370954,https://haiku.fr/,Haiku is revolutionizing legal practice by placing artificial intelligence and data at the service of law.,Seed,Newfund,2024-11-20,,,
Freqens,Paris,"SaaS & Enterprise, AI & Machine Learning",startup,Seed,3000000,EUR,3140730,https://www.freqens.com,The Negotiation Intelligence Platform helping leading companies optimize spending with live market data.,Seed,"Alexandre Barreira, Better Angle, Financiere Saint James, Kima Ventures, Motier Ventures, Purple, Roxanne Varza, Seedcamp",2024-11-21,,,
Eden AI,Lyon,AI & Machine Learning,startup,Seed,3000000,EUR,3140730,https://www.edenai.co,A unique API connected to the best AI engines and combined with a powerful management platform,Seed,"50 Partners, Alix Sagazan, BNP Paribas, Bpifrance, Didier Kuhn, Galion.exe, Gilles Samoun, Justin Ziegler, Olivier Pomel, Remi Aubert, Sebastien Pahl, Societe Generale, Super Capital VC, Wendel, Yannis Yahiaoui",2024-11-21,,,
Upfund,Paris,"E-commerce & Retail, PropTech",startup,Seed,1300000,EUR,1360983,https://www.upfundpro.com,"Upfund is a real estate company that provides reliable data on office, retail, and business premises.",Seed,"212 Founders, Bpifrance, CDG Invest, MNF Ventures",2024-11-21,,,
Solteo,Paris,"Energy, SaaS & Enterprise",startup,Seed,1500000,EUR,1570365,https://www.solteo.fr/,Solteo operates as a platform for photovoltaic installers.,Seed,"Axeleo Capital, Campus Fund, Kima Ventures",2024-11-21,,,
AIA Sports,Bidart,"AI & Machine Learning, SaaS & Enterprise",startup,Seed,1500000,EUR,1570365,https://www.aiasports.fr,"AIA SPORTS develops data analysis tools for sports, enhancing performance understanding for coaches, players, and fans.",Seed,,2024-11-21,,,
Faircraft,Paris,"BioTech, DeepTech",startup,Series A,15000000,EUR,15703649,https://www.faircraft.bio,Faircraft is leveraging advanced synthetic biology and material science techniques to develop a lab-grown alternative to animal leather.,Early Stage Venture,"Alliance for Impact, Blue Wire Capital, Bpifrance, CapHorn Invest, Entrepreneurs First, Heirloom, Kindred Ventures, Sake Bosch",2024-11-21,,,
METRON,Paris,"AI & Machine Learning, Energy",startup,Series C,12500000,EUR,13022868,https://www.metronlab.com/,METRON is a  foundation stone using artificial intelligence based on Energy Data and ontologies.,Late Stage Venture,"BNP Paribas, Climate Investment, Green European Tech Fund, Vertigo",2024-11-22,,,
Klart AI,Paris,AI & Machine Learning,startup,Pre-Seed,50000,EUR,52280,https://www.klartai.com/,Klart AI revolutionizes workplace productivity and collaboration through AI-driven real-time support and robust data privacy.,Seed,Startup Wise Guys,2024-11-25,,,
Limited Resell,Nice,E-commerce & Retail,startup,Seed,900000,EUR,941044,https://limitedresell.com,Limited Resell is the marketplace to buy and sell your limited sneakers in 3 clicks,Seed,"Banque Populaire Méditerranée, Bpifrance, Crédit Industriel et Commercial, Sowefund",2024-11-25,,,
Biolevate,Paris,HealthTech,startup,Seed,6000000,EUR,6273624,https://www.biolevate.com,Biolevate is an AI company that helps healthcare professionals accelerate scientific innovation and improve knowledge management.,Seed,"Bpifrance, EQT Ventures, Mehdi Ghissassi",2024-11-25,,,
rBlox,Issy-les-moulineaux,"SaaS & Enterprise, Hardware",startup,Pre-Seed,50000,EUR,52458,https://rblox.io,Future-proofing your infrastructure needs with our next-gen network software.,Seed,Startup Wise Guys,2024-11-26,901153205,,
Mago,Paris,"AI & Machine Learning, Entertainment",startup,Pre-Seed,1500000,EUR,1573747,https://mago.studio/,"An AI-native, creator-centric, production-ready tool designed transform and stylize videos with ease",Seed,Atlantic,2024-11-26,,,
Oplit,Paris,SaaS & Enterprise,startup,Seed,,,,https://www.oplit.com/,Oplit is a production planning platform that provides software and support to help industrials boost operations profitability.,Seed,"BACS-Innov, Evolem Start, Newfund, OSS Ventures, VI Partners",2024-11-26,,,
Kapsera,Paris,"BioTech, AgriTech",startup,Series A,4200000,EUR,4406493,https://www.kapsera.com/,Kapsera offers natural and innovative formulations for microbials based biofertilizers and biopesticides.,Early Stage Venture,"Banque des Territoires, Demeter, The Yield Lab Europe",2024-11-26,,,
Argil,Paris,Entertainment,startup,Seed,3900000,EUR,4119765,https://argil.ai,Get a perfect video for social media of you or a generic avatar in 2 minutes,Seed,"Charles Gorintin, EQT Ventures, Jordi Van den Bussche, Y Combinator",2024-11-27,,,
Darwin,Paris,CleanTech,startup,Pre-Seed,1500000,EUR,1584038,https://darwindata.io/,Darwin is the foundations of our societies are inherently connected to nature.,Seed,Asterion Ventures,2024-11-28,,,
Raidium,Paris,MedTech,startup,Seed,16000000,EUR,16896405,https://raidium.eu,Radiology augmented GPT to tackle the complexity of precision medicine,Seed,"Debiopharm Group, European Innovation Council and SMEs Executive Agency, Founders Future, Galion.exe, Kurma Partners, Newfund, Techmind",2024-11-28,,,
Aydo,Paris,FinTech,startup,Seed,,,,https://aydofinance.com,Aydo offers a platform that bridges the gap between financial markets and unlisted investments.,Seed,"Expon Capital, VAeX Capital Partners",2024-11-28,,,
Stima,Paris,"FinTech, Mobility & Transportation",startup,Seed,,,,http://www.stimaboda.com,Stima Mobility offers eco-friendly technological solutions for the moto-taxi industry.,Seed,Renew Capital,2024-11-28,,,
DeepHawk,Cesson-sévigné,AI & Machine Learning,startup,Pre-Seed,1300000,EUR,1375140,https://www.deephawk.ai,Next Generation AI applied to visual quality control in the manufacturing industry,Seed,The Moon Venture,2024-11-30,913466736,,
OpenTrade,Paris,"AI & Machine Learning, SaaS & Enterprise",startup,Pre-Seed,250000,EUR,263600,https://opentrade.ai,AI Copilot to clear goods through customs faster and with compliance,Seed,,2024-12-01,,,
BiznessMatch,Sainte-Égrève,SaaS & Enterprise,startup,Pre-Seed,250000,USD,250000,https://biznessmatch.com/,"BiznessMatch connects businesses with trusted partners, clients, and opportunities to drive growth and collaboration.",Seed,,2024-12-01,,,
Kepplair Evolution,Saint-honoré,DefenseTech,startup,Seed,1500000,EUR,1581601,https://kepplair-evolution.com/en/,Kepplair Evolution creates a multi-role firefighting aircraft by transforming the ATR 72 into a next-generation water bomber.,Seed,,2024-12-01,,,
Meiogenix,Paris,BioTech,startup,Series A,,,,https://meiogenix.com,Meiogenix is a biotechnology company that develops breeding technologies.,Early Stage Venture,"Alexandria Venture Investments, Bpifrance, Sofinnova Partners",2024-12-01,,,
ENAKL,Paris,Mobility & Transportation,startup,Pre-Seed,1400000,USD,1400000,https://www.enakl.com,Enakl is a mobility company providing bus-sharing solutions for commute rides in MEA region.,Seed,"Catalyst Fund, Digital Africa, Renew Capital, STATION F",2024-12-03,,,
Orakl Oncology,Villejuif,"HealthTech, BioTech",startup,Seed,11000000,EUR,11560451,https://www.orakl-oncology.com,Orakl Oncology is a precision oncology company that combines data and biology to bring new drugs to cancer patients.,Seed,"Bpifrance, HCVC, Singular, SistaFund, Speedinvest, Verve Ventures",2024-12-03,,,
Mirabelle,Paris,FinTech,startup,Seed,1000000,EUR,1050950,https://mirabelle.fr/,Mirabelle strives to address the financing requirement of retirees based on solid values.,Seed,Inter Invest,2024-12-03,,,
Happydemics,Paris,MarTech,startup,Series B,13000000,EUR,13662351,https://happydemics.com/,Third Party Brand Lift Solution,Early Stage Venture,"Adelie, Wille Finance",2024-12-03,,,
Otrera,Aix-en-provence,"Energy, ClimateTech",startup,Seed,2500000,EUR,2628066,https://otrera.fr,Otrera provides customizable solutions for delivering low-carbon energy to industries and local communities.,Seed,"CEA Investissement, Ekium Group, Exergon, Fortil, Groupe ADF, NGE, Reel",2024-12-04,,,
CILcare,Montpellier,"BioTech, HealthTech",startup,Series A,40000000,EUR,42049050,https://www.cilcare.com,CILcare specializes in providing drug solutions for hearing and ear disorders.,Early Stage Venture,"Aris Occitanie, Shionogi, Sofilaro, SPRIM Global Investments, SUD PME CROISSANCE, The University of Vermont Health Network",2024-12-04,,,
Objow,Lyon,"SaaS & Enterprise, AI & Machine Learning",startup,Seed,2000000,EUR,2117294,https://www.objow.com,Fire Tiger offers internet-based solutions to boost sales team performance with strategies and tools.,Seed,"Bpifrance, Crédit Agricole Création, Edenred Capital Partners, Holnest, HUB612",2024-12-05,,,
Equitable Earth,Paris,ClimateTech,startup,Seed,5000000,EUR,5293235,https://www.eq-earth.com/,"Equitable Earth Built upon next-generation dMRV, our standard is designed to verify impact on climate, biodiversity, and livelihoods.",Seed,"AENU, LocalGlobe, noa",2024-12-05,,,
Wecasa,Paris,E-commerce & Retail,startup,Series B,19000000,USD,19000000,https://www.wecasa.fr,"Wecasa is a marketplace that provides a range of at-home services including cleaning, hairdressing, and beauty treatments.",Early Stage Venture,"Blisce, Isai, IXO Private Equity, Serena",2024-12-05,,,
Cogny,Paris,AI & Machine Learning,startup,Seed,,,,https://www.cogny.so/,Cogny provides AI powered insights for excel.,Seed,"Lakestar, Plug and Play",2024-12-06,,,
DEMORNY CAPITAL.,Paris,FinTech,startup,Series A,8000000,EUR,8460496,https://www.demorny.capital,"We invest in and manage French vineyards to build regenerative, resilient and profitable land systems. And, of course, make great wine.",Early Stage Venture,,2024-12-06,,,
Dashbook,Comberjon,Entertainment,startup,Seed,2000000,EUR,2113144,https://dashbook.fr,Dashbook publishes the books that Internet users choose.,Seed,Seventure Partners,2024-12-08,,,
Biomemory,Paris,DeepTech,startup,Series A,18000000,USD,18000000,https://www.biomemory.com/,Biomemory leverages molecular engineering to build exabyte appliances for data centers,Early Stage Venture,"Adnexus, Blast. Club, Bpifrance, Crédit Mutuel Innovation, Next Sequence, Paris Business Business Angels, Prunay",2024-12-09,,,
Syroco,Marseille,Energy,startup,Series A,7500000,EUR,7916553,https://syro.co,Syroco is an innovation laboratory whose mission is to improve the efficiency of the transport and energy industries.,Early Stage Venture,"Alter Equity 3P, Seventure Partners",2024-12-09,,,
Artifeel,Paris,SaaS & Enterprise,startup,Seed,1200000,EUR,1263757,https://www.artifeel.com/,Artifeel is an information technology & services company.,Seed,"Alex Carre de Malberg, Graines de Boss, SideBusiness Angels, WeLikeStartup",2024-12-10,,,
MoveR,Paris,HealthTech,startup,Seed,,,,https://mover-vr.com,"MoveR helps neurodivergent people overcome their daily challenges through immersion, play and movement",Seed,,2024-12-10,,,
ION-X,Boulogne-billancourt,SpaceTech & Aerospace,startup,Series A,13000000,EUR,13690696,https://ion-x.space,ION-X is the developer of a technology that provides the most efficient propulsion for small spacecraft.,Early Stage Venture,"European Innovation Council, Expansion Ventures, Innovacom, Région Ile-de-France, TechnoFOUNDERS",2024-12-10,,,
AQEMIA,Paris,"BioTech, DeepTech",startup,Series A,38000000,USD,38000000,http://www.aqemia.com,"Aqemia accelerates drug discovery using quantum physics and AI, generating novel drug candidates without experimental data.",Early Stage Venture,"Bpifrance Large Venture, Cathay Innovation, Elaia, Eurazeo, Wendel Growth",2024-12-10,,,
DeepLife,Vernon,AI & Machine Learning,startup,Series A,10000000,USD,10000000,https://deeplife.co/,DeepLife uses deep learning on multi-omics data to model cells and efficiently engineer their behavior.,Early Stage Venture,"Beiersdorf, Oscar & Paul, Prunay, Relyens, Turenne Groupe, YZR Capital",2024-12-11,,,
Yampa,Paris,AI & Machine Learning,startup,Seed,3000000,EUR,3142065,https://www.yampa.ai,Yampa is a startup specializing in autonomous AI agents for customer support.,Seed,"Arthur Waller, Guillaume Desloges, Partech",2024-12-12,,,"Baptiste Saintot
"
Bitstack,Paris,"FinTech, Web3",startup,Seed,5000000,EUR,5236776,https://bitstack-app.com,"Bitstack is a crypto-native neobank that is bringing a better way to manage all things money, with better money.",Seed,"AG2R La Mondiale, Founders Future, Plug and Play, Serena, STATION F, StillMark, Y Combinator",2024-12-12,,,
bsport solution,Paris,SaaS & Enterprise,startup,Series B,30000000,EUR,31420653,http://pro.bsport.io,Bsport solution is a software platform for boutique fitness studios.,Early Stage Venture,"Base10 Partners, Octopus Ventures, Seed4Soft, Seventure Partners",2024-12-12,,,
SkyVisor,Paris,"Energy, Drones",startup,Seed,1200000,EUR,1259367,https://www.skyvisor.fr/,SkyVisor engages in advancing drone inspection technology for renewable energy sector.,Seed,"Bpifrance, Région Ile-de-France, Tomcat",2024-12-17,,,
Little John,Paris,"FinTech, AI & Machine Learning",startup,Pre-Seed,1100000,EUR,1138511,https://www.little-john.io/,Little John creates a platform using generative AI to empower insurance brokers.,Seed,"Didier Valet, FEBE Ventures, Leocare, Mark Ransford, Vessoa Private Equity",2024-12-18,,,
Dfns,Paris,Web3,startup,Series A,16000000,USD,16000000,https://www.dfns.co,Dfns provides a Wallets-as-a-Service (WaaS) platform to help companies manage digital assets on blockchains.,Early Stage Venture,"ADQ, Bpifrance, Frederic Montagnon, Further Ventures, Hashed, Motier Ventures, Motive Partners, Semantic Ventures, Susquehanna International Group, White Star Capital, Wintermute Ventures, Yolo Investments",2024-12-18,,,
Alvie,Paris,"AI & Machine Learning, AgriTech",startup,Seed,2100000,EUR,2176556,https://www.alvie.fr/,Alvie creates products based on sensors and an AI platform to assist farmers in adjusting pesticide doses.,Seed,"Beangels, Better Business Angels Ventures, Christian Couturier, Climate Club, Damien Lepoutre, Francis Nappez, Guillaume Jourdain, Jean-Paul Devey, Jeriko, Jérôme Gallois, Leia Capital, Tilia Impact Ventures",2024-12-19,,,
Vibly,Lyon,SaaS & Enterprise,startup,Seed,700000,EUR,725519,https://vibly.fr,"Vibly is a secure platform that enhances communication, visibility, and belonging within higher education associations.",Seed,"Bpifrance, Crédit Industriel et Commercial, Cyril Capel, Gaultier BONIFACE, HUB612, Louis Peizerat, Pascal Hostachy, Vincent GALLOT, Yorick Ser",2024-12-19,,,
BrightClue,Cesson-sévigné,DeepTech,startup,Seed,1000000,EUR,1043150,https://www.brightclue.com,We are a DeepTech company specialized in the analysis of technical databases using DL and ML algorithms.,Seed,"Bpifrance, The Moon Venture",2024-12-20,,,
RMAN Sync,Bretteville-sur-odon,AI & Machine Learning,startup,Seed,2300000,EUR,2399245,https://rman-sync.com,"RMAN Sync is the collaborative SRM by AI and deep learning that develops synergies between purchasing, supply chain, and trade.",Seed,"CEN Capital, Normandie Participations",2024-12-20,,,
Yuzu,Nancy,SaaS & Enterprise,startup,Seed,1055000,EUR,1100523,https://yuzu.hr/,"SaaS, Assessment, HR, Recruitment, Gaming",Seed,,2024-12-20,,,
Dalma,Paris,FinTech,startup,Series B,13000000,USD,13000000,https://www.dalma.co/,Dalma is an insurance company that sells medical insurance services for pets.,Early Stage Venture,Anterra Capital,2024-12-20,,,
Usual,Paris,FinTech,startup,Series A,10000000,USD,10000000,https://usual.money/,The new playbook for financial freedom.,Early Stage Venture,"Amber, Avid3, Breed, Coinbase Ventures, Comfy.capital, Echo, Fasanara Capital, FunFair Ventures, Galaxy Ventures, GSR, Guy Young, Hypersphere Ventures, IOSG Ventures, JPEG Trading, Krypital Group, LeadBlock Partners, OKX Ventures, Ondo Finance, Phaedrus, Psalion VC, Symbolic Capital, Triton Capital, White Loop Capital, Wintermute, YZi Labs",2024-12-23,,,
NomadHer,Paris,TravelTech,startup,Seed,1700000,USD,1700000,https://www.nomadher.com,"NomadHer is the app for female globetrotters, encouraging solo travelling safely.",Seed,"Cosnet Technology Investment, K- Bridge Investment, Korea Credit Guarantee Fund",2024-12-27,,,
Faks,Paris,BioTech,startup,Seed,,,,https://www.faks.co,Faks is a mobile application that provides exchanges between pharmacists and laboratories.,Seed,FJ Labs,2024-12-27,,,
